"unique_id";"nom_unique";"camp_latitude";"camp_longitude";"type_camp";"iso3";"prison";"degurba";"clc_majoritaire_13_mixte";"eloignementschengen";"clc_majoritaire_2";"clc_majoritaire_3";"clc_majoritaire_23_mixte";"infrastructure_norm";"infrastructure_avant_conversion";"infrastructure_solidite";"infrastructure_confort";"pays_population";"pays_surfacekm2";"ville_proche_population";"distance_ville_proche";"mairie_distance";"atm_distance";"hopital_distance";"pharmacie_distance";"arret_bus_distance_km";"gare_distance_km";"medecin_clinique_hors_camp_distance_km";"dentiste_hors_camp_distance_km";"ecole_hors_camp_distance_km";"poste_hors_camp_distance_km";"distance_13_mines_decharges_chantiers";"distance_124_aeroport";"distance_123_zones_portuaires";"distance_122_reseaux_routiers";"distance_24_zones_agricoles_heterogenes";"distance_41_zones_humides_interieures";"distance_121_zi_zac";"distanceschengenkm";"eurostat_pop_2019";"camps_commune_surfacekm2";"capacite";"ecart_densites"
"1116";"Sainte-Ode - centre d'accueil";50.0690001333095;5.51725412690889;"ouvert";"BEL";"non";"rural";"Forêts et milieux semi-naturels";"loin_interne";"31";"313";"31";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;799222;98.934;4.078;6.435;19.7107;7.501;0.261;14.2528;17.3008;31.438;2.991;6.45;9.107;5.453;49.696;13.535;1.692;18.813;9.5254;33.8;3002;97.95356754;244.185385656292;-1.08717726746899
"1136";"Lanaken - centre d'hébergement";50.9273996174254;5.6212863648724;"ouvert";"BEL";"non";"banlieue";"Forêts et milieux semi-naturels";"proche_interne";"31";"312";"31";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;163671;15.758;5.554;5.406;3.147;5.767;1.861;13.957;7.834;7.935;4.463;5.631;2.942;1.884;29.071;5.219;0.543;0.521;2.652;8.868;26188;58.92193679;244.185385656292;0.0742576209566382
"1134";"Heusden Zolder - centre de réception";51.0326097998785;5.26526192977057;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;163671;57.826;5.288;13.518;5.131;1.38;0.41;2.026;1.839;4.294;2.021;1.472;6.044;18.005;43.991;4.26;0.033;8.905;2.035;39.786;34081;53.43368592;244.185385656292;0.231129498480514
"1135";"Houthalten Helchteren - centre de réception";51.0611608092355;5.39844270949358;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur / conversion";"base militaire";"4";"2";11488980;30670;183740;47.635;1.761;12.728;9.462;1.926;0.183;9.075;5.875;6.423;1.846;3.765;3.463;10.026;34.15;5.463;0.062;2.92;1.682;32.143;31273;78.28608308;244.185385656292;0.0279172830386565
"1141";"Overpelt - centre Croix-Rouge";51.2018222664;5.36340878253716;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;767643;44.322;6.814;12.773;5.491;4.629;0.107;5.968;5.491;7.144;5.3627;5.92;6.956;7.268;36.145;2.773;0.306;8.297;1.184;10.224;33208;83.72408934;244.185385656292;0.0248245904807503
"1137";"Leopoldsburg - centre d'hébergement";51.115476285727;5.26864439663361;"ouvert";"BEL";"non";"banlieue";"Espaces verts urbains";"proche_interne";"14";"141";"141";"mixte containers - dur / conversion";"base militaire";"3";"2";11488980;30670;767643;61.73;0.838;8.813;9.133;0.683;0.525;1.203;7.054;10.834;1.209;0.636;7.691;13.542;42.214;6.859;1.31;2.76;0.305;25.256;16345;22.50376706;244.185385656292;0.287562003748539
"1147";"Sint-Niklaas - centre d'accueil";51.1656713308189;4.13403051741926;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;1150093;31.189;0.537;1.092;0.342;0.66;0.243;0.713;1.981;10.693;0.207;0.918;9.028;22.181;6.67;3.114;0.761;10.228;0.136;17.689;79383;84.27536711;244.185385656292;0.400459157052029
"1144";"Sint-Niklaas Westakkers - centre d'accueil";51.1880621855164;4.2061440214163;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;1150093;22.308;7.117;3.905;6.239;4.323;0.372;2.375;1.652;11.089;3.354;3.93;5.741;16.989;7.05;5.487;0.116;8.261;0.383;17.361;79383;84.27536711;244.185385656292;0.400459157052029
"1085";"Lommel centre fédéral";51.241536614217;5.37547671913818;"ouvert";"BEL";"non";"banlieue";"Equipements sportifs et de loisirs";"proche_interne";"14";"142";"142";"mixte containers - dur / conversion";"centre de vacances";"3";"4";11488980;30670;767643;37.138;6.778;18.341;5.947;1.947;0.622;7.115;5.947;7.221;0.95;5.07;9.077;9.575;36.336;2.036;0.559;12.408;0.591;3.115;34818;102.37926481;707.799999999999;-0.0419758830267928
"1065";"Alveringem centre fédéral";50.9679431056328;2.70446475328552;"ouvert";"BEL";"non";"rural";"Territoires agricoles";"proche_interne";"21";"211";"21";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;261123;44.131;5.38;20.8428;16.926;5.225;0.076;14.2528;16.601;18.895;3.168;2.999;21.264;13.196;19.14;16.048;0.322;10.742;9.5254;10.756;5022;80.86779815;115;-0.780466607460701
"1066";"Arendonk centre fédéral";51.3482410922412;5.11879724549684;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"mixte containers - dur / conversion";"base militaire";"3";"2";11488980;30670;767643;39.09;6.1;5.838;19.7107;8.86589999999999;0.238;14.2528;5.355;19.377;2.553;1.983;9.944;10.635;44.556;5.872;0.268;20.682;1.528;1.537;13816;55.23744742;420;-0.175418974047668
"1088";"Morlanwelz centre fédéral";50.4671277004488;4.23506120841819;"ouvert";"BEL";"non";"banlieue";"Equipements sportifs et de loisirs";"loin_interne";"14";"142";"142";"dur / conversion";"institut médical";"4";"3";11488980;30670;19448;6.88;2.07;16.195;2.398;1.553;0.105;2.007;2.647;11.113;0.388;1.578;1.392;14.265;54.66;2.479;1.039;27.682;1.374;32.655;19448;20.36454861;225;0.406432460215035
"1121";"L'amblève de Nonceveux - centre d'accueil";50.4692782260578;5.7419746892554;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;799222;35.963;7.26;7.493;8.177;4.089;0.142;7.685;7.785;12.096;0.701;1.203;6.263;27.352;21.735;7.815;1.242;7.185;6.044;48.391;12621;79.9359457;244.185385656292;-0.375216048045177
"1100";"Sugny centre fédéral et COO";49.8315260575186;4.88709931250822;"ouvert";"BEL";"non";"rural";"Forêts et milieux semi-naturels";"proche_interne";"31";"311";"31";"dur / conversion";"base militaire";"4";"2";11488980;30670;268649;109.265;8.814;20.8428;19.7107;8.86589999999999;0.2;14.2528;17.3008;38.5085;3.315;7.1315;14.467;17.341;34.557;13.836;0.21;14.413;0.581;4.214;2843;101.45526406;148;-1.12606542329957
"1093";"Pondrôme centre fédéral";50.1009080806994;5.00498792980608;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur / conversion";"école";"4";"4";11488980;30670;268649;64.344;5.62;17.205;19.7107;1.511;0.373;5.833;0.285;23.772;0.237;0.466;5.604;27.723;13.158;13.98;0.081;23.983;5.55;15.373;9456;174.42994692;200;-0.839481282533349
"1130";"Boom - centre de réception";51.0900101046991;4.3700528109986;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;1150093;30.276;0.637;5.021;2.712;0.982;0.325;1.031;0.888;5.197;0.176;0.497;2.144;12.14;11.137;1.428;1.191;17.286;0.377;32.569;18593;7.31016917;160;0.831854344455317
"1139";"Lint - centre d'hébergement";51.1228866140036;4.48608891968925;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur / conversion";"édifice religieux";"4";"3";11488980;30670;1150093;27.665;1.15;5.113;6.85;0.774;0.875;2.226;1.472;1.197;0.924;0.907;5.727;6.686;11.365;3.621;0.184;18.384;1.506;32.952;8827;5.60879596;244.185385656292;0.623375787867187
"1133";"Eeklo - centre de réception";51.1709855695472;3.58202909835596;"ouvert";"BEL";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;650436;23.41;2.962;3.34;2.033;2.318;0.345;1.852;5.093;3.886;0.138;2.518;13.664;6.56;11.917;13.103;0.251;15.878;0;15.249;21414;30.4468763;244.185385656292;0.273587358128879
"1131";"Brugge - centre de réception";51.211887370681;3.22334119761454;"ouvert";"BEL";"non";"ville";"Tissu urbain continu";"proche_interne";"11";"111";"111";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;242300;9.617;0.751;0.1;0.235;0.324;0.031;0.854;0.986;1.815;0.416;0.267;5.828;17.935;1.214;1.353;1.697;12.723;0.978;18.473;118961;139.24933051;244.185385656292;0.358043792994128
"1127";"Alsemberg - centre de réception";50.7546658848798;4.31607680278297;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur / conversion";"institut médical";"4";"3";11488980;30670;3337567;15.565;2.274;8.993;7.831;2.242;1.386;2.604;2.189;2.14;1.867;3.211;6.819;18.313;40.462;2.427;0.068;20.272;2.633;79.918;25621;30.45660345;244.185385656292;0.351346910267475
"1129";"Beveren - centre de réception";51.2128846294105;4.25927005264964;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;1150093;14.934;0.294;6.096;0.999;0.418;0.087;0.785;0.688;15.657;0.442;0.384;4.949;13.521;4.189;3.185;0.492;3.701;0.745;10.579;49080;152.7076332;244.185385656292;-0.0665238895008744
"1103";"Zouteleeuw centre fédéral";50.8084724697463;5.09847331859187;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;3337567;81.162;4.084;14.901;8.29;1.346;0.176;8.721;8.499;12.243;3.68;4.452;21.264;6.12;40.722;10.578;0.017;16.371;5.12;58.682;8674;46.81299086;130;-0.305714668508887
"1124";"Verviers - centre d'accueil";50.5901899731581;5.85052811962264;"ouvert";"BEL";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;107539;2.157;1.94;14.704;1.094;0.145;0.204;0.544;1.144;1.923;0.023;0.626;7.062;27.712;16.362;4.792;0.645;13.784;0.032;27.441;55434;33.06098784;244.185385656292;0.650892694200323
"1125";"Belle-vue d'Eupen - centre d'accueil";50.624445474263;6.05086729547483;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;107539;20.941;2.687;1.341;2.329;1.399;0.084;2.312;1.189;2.592;0.826;1.181;3.625;23.765;28.957;8.445;0.524;6.578;0.978;11.001;19985;96.58971891;244.185385656292;-0.25779444705091
"1101";"Walcourt centre fédéral";50.2513695949841;4.43315658654778;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;509138;28.806;0.21;13.806;15.158;0.141;0.169;1.421;8.413;24.802;0.324;0.412;6.122;13.724;30.008;14.484;0.521;20.111;0.658;25.543;18419;123.74956196;49;-0.400845319873176
"1126";"St. Elisabeth-Haus de Manderfeld - centre d'accueil";50.3292805621118;6.34470359157961;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;107539;70.281;12.5437;20.8428;19.7107;1.337;0.068;14.2528;17.3008;31.605;1.029;5.993;7.988;14.946;61.621;16.932;0.032;7.135;9.5254;2.694;5698;150.56884546;244.185385656292;-0.995580372841433
"1104";"Tournai centre d'accueil";50.6049177400958;3.40337741555691;"ouvert";"BEL";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur / conversion";"base militaire";"4";"2";11488980;30670;70296;28.653;1.803;0.638;1.093;0.342;0.162;1.484;0.704;1.427;0.237;0.811;2.647;20.15;56.843;0.531;0.617;14.789;0;16.426;70042;215.38690254;244.185385656292;-0.0614284496317376
"1140";"Menen - centre d'hébergement";50.7974354087313;3.11861506135566;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur / conversion";"édifice religieux";"4";"3";11488980;30670;215272;16.25;0.319;0.252;0.822;0.429;0.248;0.617;0.32;7.702;0.029;0.357;6.094;5.512;46.014;4.794;1.313;17.101;0.731;2.746;33660;33.09118707;244.185385656292;0.433834067450516
"1089";"Mouscron centre fédéral";50.7425513372947;3.19906583059313;"ouvert";"BEL";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;70296;5.875;3.963;8.367;1.562;0.333;0.328;3.158;6.89;9.204;0.126;0.324;3.101;7.888;52.254;2.667;0.694;20.492;1.604;2.899;59718;40.78910005;707.799999999999;0.591993433645955
"1098";"Spa centre fédéral";50.497335227236;5.86565907254588;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;107539;16.872;0.665;20.8428;11.434;0.949;0.814;1.413;7.687;15.057;1.174;1.081;13.494;32.735;23.616;12.633;1.278;3.981;1.225;33.826;10259;39.87191201;400;-0.163129729857137
"28";"Merksplas CIM - \"centre pour illégaux de Merksplas\"";51.35573;4.82702;"fermé";"BEL";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur / enfermement";"pas de conversion";"4";"(manquant)";11488980;30670;379622;41.64;3.98;14.707;10.822;2.136;0.591;13.671;2.785;10.553;0.518;3.898;1.245;4.307;29.644;7.635;0.066;14.363;0;9.086;8601;44.65027631;71;-0.288842900555341
"1078";"Glons centre fédéral";50.7401551264832;5.54644481366379;"ouvert";"BEL";"non";"banlieue";"Territoires agricoles";"proche_interne";"21";"211";"21";"dur / conversion";"base militaire";"4";"2";11488980;30670;799222;18.382;5.563;13.469;10.941;3.606;1.01;2.217;7.197;8.806;1.529;3.189;7.006;11.303;10.615;3.938;0.605;13.422;4.892;16.212;8941;38.17498159;400;-0.203960438845697
"1122";"La trientale de Banneux - centre d'accueil";50.5360784378187;5.74883836067265;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;799222;27.953;7.171;13.655;0.265;6.327;0.651;5.803;3.614;8.828;0.704;0.834;4.335;23.405;15.19;5.577;0.11;11.886;4.846;38.209;15093;74.21826609;244.185385656292;-0.265302929401676
"1123";"Le Merisier de Fraipont - centre d'accueil";50.5651002350376;5.74897099936017;"ouvert";"BEL";"non";"banlieue";"Tissu urbain discontinu";"loin_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;799222;25.108;4.479;11.657;4.82;1.596;1.411;1.442;7.083;9.162;2.086;3.32;2.937;21.862;12.52;7.061;0.115;14.723;5.943;33.151;8730;24.14746472;244.185385656292;-0.0154249939574445
"1076";"Florennes centre fédéral";50.2459638880459;4.6202082584658;"ouvert";"BEL";"non";"rural";"Zones industrielles ou commerciales et installations publiques";"proche_interne";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;509138;35.019;2.205;20.8428;11.866;8.059;0.322;13.321;12.788;15.641;2.724;7.1315;0.153;0.501;17.897;17.563;0.248;26.785;0;24.652;11971;134.30565914;583;-0.623531579240117
"1073";"Couvin centre fédéral";50.0480571252843;4.49119520769505;"ouvert";"BEL";"non";"rural";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;509138;64.183;1.346;8.088;19.7107;1.589;0.751;1.39;0.857;38.5085;0.522;0.584;1.146;15.18;26.186;18.824;0.072;9.433;0.856;16.125;14118;207.05739246;200;-0.739885260377825
"1074";"Deurne centre fédéral";51.2110761302745;4.45708321287422;"ouvert";"BEL";"non";"ville";"Tissu urbain discontinu";"proche_interne";"11";"112";"112";"dur";"pas de conversion";"4";"(manquant)";11488980;30670;1150093;13.106;1.313;1.804;1.202;0.365;0.272;1.676;0.349;3.045;0.285;0.218;4.882;1.879;1.614;0.519;1.659;11.485;2.237;19.544;530944;204.1372801;170;0.841558695940333
"1115";"Henry Dunant de Hotton - centre d'accueil";50.3020068136876;5.43049855856258;"ouvert";"BEL";"non";"rural";"Territoires agricoles";"loin_interne";"24";"243";"24";"mixte containers - dur";"pas de conversion";"3";"(manquant)";11488980;30670;799222;59.91;5.272;6.002;15.415;8.86589999999999;0.185;3.325;14.993;11.136;2.026;4.755;10.344;29.243;41.341;27.81;0;19.29;5.226;60.767;6056;56.70580665;244.185385656292;-0.545009363681819
"1097";"Sint-Truiden centre fédéral";50.8029620712415;5.1729290744953;"ouvert";"BEL";"non";"banlieue";"Zones industrielles ou commerciales et installations publiques";"loin_interne";"12";"121";"121";"dur / conversion";"base militaire";"4";"2";11488980;30670;799222;51.506;2.565;16.646;1.191;2.009;0.819;2.485;2.797;5.72;0.816;0.915;21.264;1.029;35.741;11.357;0.034;16.903;0;50.498;41286;107.14943234;450;0.0122452362292446
"613";"Usivak TRC";43.82344;18.21767;"semi-ouvert";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"24";"242";"24";"mixte containers - dur";"pas de conversion";"3";"(manquant)";3300998;51827;688437;9;1.675;1.689;1.809;1.704;1.13;1.933;1.809;1.483;1.935;1.699;5.106;7.475;106.159;8.738;0;60.196;1.908;301.502;159309.435870699;129.402861001719;707.799999999999;0.638090100844982
"1035";"Lipa detention centre";44.7026046639202;16.0726408391958;"fermé";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"23";"231";"23";"containers";"pas de conversion";"2";"(manquant)";3300998;51827;61186;20;12.5437;20.8428;19.7107;8.86589999999999;5.1393;14.2528;17.3008;28.458;5.3627;7.1315;21.058;25.133;86.724;27.119;2.601;37.224;9.5254;144.607;159309.435870699;129.402861001719;244.185385656292;0.638090100844982
"34";"Sarajevo. Lukavica. Imigracioni Centar";43.83454;18.36639;"fermé";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"24";"243";"24";"dur";"pas de conversion";"4";"(manquant)";3300998;51827;688437;3;1.681;1.752;1.558;1.611;1.046;1.98;1.563;2.013;1.341;1.192;3.599;1.929;114.611;2.912;0;60.196;0.669;299.143;159309.435870699;129.402861001719;244.185385656292;0.638090100844982
"759";"Klujc";44.50235;16.82095;"ouvert";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"24";"242";"24";"dur";"pas de conversion";"4";"(manquant)";3300998;51827;367995;110;6.727;20.8428;7.297;7.27;5.1393;7.279;7.297;32.044;4.173;6.678;21.264;42.4895;111.25;38.812;0;32.526;9.5254;223.716;159309.435870699;129.402861001719;244.185385656292;0.638090100844982
"616";"Borici TRC";44.80505;15.86558;"semi-ouvert";"BIH";"non";"(manquant)";"Tissu urbain discontinu";"loin_externe";"11";"112";"112";"mixte containers - dur";"pas de conversion";"3";"(manquant)";3300998;51827;61186;0.5;1.409;1.002;1.133;0.98;1.617;2.017;1.297;1.303;0.976;1.34;20.755;5.372;82.102;17.269;0.859;55.924;2.012;118.6;159309.435870699;129.402861001719;580;0.638090100844982
"611";"Delijas AC (centre d'accueil permanent des réfugiés ou des DA)";43.6877221153111;18.5242158665134;"ouvert";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"23";"231";"23";"dur";"pas de conversion";"4";"(manquant)";3300998;51827;688437;26;8.726;20.8428;8.744;8.86589999999999;5.1393;6.573;8.744;27.07;5.3627;7.1315;15.937;20.254;112.422;21.444;0.467;60.196;9.5254;322.062;159309.435870699;129.402861001719;244.185385656292;0.638090100844982
"589";"Lipa TRC";44.7013;16.07338;"ouvert";"BIH";"non";"(manquant)";"Territoires agricoles";"loin_externe";"23";"231";"23";"mixte containers - dur";"pas de conversion";"3";"(manquant)";3300998;51827;61186;20;12.5437;20.8428;19.7107;8.86589999999999;5.1393;14.2528;17.3008;28.648;5.3627;7.1315;20.95;25.258;86.688;27.165;2.445;37.069;9.5254;144.822;159309.435870699;129.402861001719;707.799999999999;0.638090100844982
"614";"Blazuj TRC";43.84246;18.24604;"ouvert";"BIH";"non";"(manquant)";"Tissu urbain discontinu";"loin_externe";"11";"112";"112";"containers / hangars";"pas de conversion";"2";"(manquant)";3300998;51827;688437;7;5.732;2.469;5.821;3.598;0.912;1.538;5.821;3.92;0.823;1.425;2.468;5.222;109.222;5.758;0.375;60.196;0.443;298.378;159309.435870699;129.402861001719;707.799999999999;0.638090100844982
"42";"Voenna Rampa";42.72653;23.32545;"ouvert";"BGR";"non";"ville";"Zones industrielles ou commerciales et installations publiques";"loin_externe";"12";"121";"121";"dur";"pas de conversion";"4";"(manquant)";6975761;112761;1538247;9.161;2.314;0.558;2.194;2.066;0.275;0.974;2.259;2.552;1.343;0.964;5.955;5.78;141.843;1.437;1.714;12.126;0;197.305;1328120;1341.7637737;707.799999999999;1.20412858063678
"832";"Transit centre Pastrogor village";41.8276490015227;26.1949953550714;"ouvert";"BGR";"non";"banlieue";"Territoires agricoles";"proche_externe";"24";"243";"24";"dur";"pas de conversion";"4";"(manquant)";6975761;112761;86611;67.335;6;9.16;7.179;8.86589999999999;5.1393;9.004;9.286;12.343;5.3627;5.873;7.703;42.4895;112.141;38.812;0;25.139;5.005;11.673;21613;700.32442912;320;-0.302016896382629
